Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,IsClosedDay,Year,Month,WeekOfYear,Day,Weekday,IsWeekend,IsMonthStart,IsMonthEnd,CompetitionOpenMonths,Promo2DurationWeeks,IsPromoMonth,SalesLag_1,SalesLag_7,SalesLag_14,SalesLag_30,SalesRollingMean_7,SalesRollingStd_7,SalesRollingMean_30,SalesRollingStd_30,SalesLog,MonthSin,MonthCos,WeekdaySin,WeekdayCos
1002,6,2013-06-22,5649,641,1,0,0,0,d,c,1130.0,11,2008,0,0,0,,False,2013,6,25,22,5,1,0,0,55,0,0,5657.0,5747.0,5215.0,4115.0,5250.142857142857,2580.8669362943033,4984.633333333333,2295.747500283399,8.639410824140487,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
911,1,2013-10-07,13155,1182,1,1,0,1,a,c,16490.0,0,0,0,0,0,,False,2013,10,41,7,0,0,0,0,0,0,0,0.0,10460.0,10865.0,7166.0,6546.285714285715,4644.182910347302,7207.033333333334,3945.9820811880895,9.484633207308947,-0.8660254037844386,0.5000000000000001,0.0,1.0
1106,4,2014-11-27,6459,705,1,1,0,0,a,c,5330.0,9,2011,1,31,2013,"Jan,Apr,Jul,Oct",False,2014,11,48,27,3,0,0,0,38,69,0,7274.0,4426.0,5143.0,4397.0,4910.571428571428,2798.2216886886617,4513.4,2219.72855749651,8.773384596776648,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419
111,3,2014-05-21,6784,538,1,1,0,0,d,c,7890.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",False,2014,5,21,21,2,0,0,0,0,244,0,6985.0,4421.0,7794.0,0.0,5418.428571428572,2708.608305455208,5656.733333333334,3302.4479419357076,8.82246957226897,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143
190,4,2013-12-19,9956,888,1,1,0,0,a,a,1470.0,12,2006,1,40,2014,"Jan,Apr,Jul,Oct",False,2013,12,51,19,3,0,0,0,84,0,0,10836.0,7129.0,9260.0,8490.0,8313.57142857143,4407.007633952349,7178.1,3337.694334778688,9.206031100388085,-2.4492935982947064e-16,1.0,0.4338837391175582,-0.900968867902419
37,1,2014-07-07,4796,576,1,0,0,0,c,a,4230.0,12,2014,0,0,0,,False,2014,7,28,7,0,0,0,0,0,0,0,0.0,10531.0,4657.0,6580.0,6514.285714285715,3190.6683058718613,5370.633333333333,3036.123747913396,8.475746001502063,-0.4999999999999998,-0.8660254037844388,0.0,1.0
405,3,2014-02-26,2725,402,1,0,0,0,a,a,1080.0,4,2008,1,14,2011,"Jan,Apr,Jul,Oct",False,2014,2,9,26,2,0,0,0,70,151,0,2899.0,4832.0,2913.0,3129.0,3276.8571428571427,1715.3126467762304,3625.733333333333,2084.823682834053,7.910590612256477,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
357,4,2015-02-12,6807,925,1,0,0,1,a,a,2060.0,10,2008,0,0,0,,False,2015,2,7,12,3,0,0,0,76,0,0,5841.0,7473.0,8348.0,9226.0,5777.142857142857,2687.8294482457673,6680.6,3024.2441814386484,8.82585367025321,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
432,1,2015-04-27,16765,2009,1,1,0,0,a,a,810.0,5,2013,0,0,0,,False,2015,4,18,27,0,0,0,0,23,0,0,0.0,11810.0,17463.0,8839.0,9524.42857142857,4272.330388954133,9669.133333333331,5947.456945581045,9.727108305197802,0.8660254037844387,-0.4999999999999998,0.0,1.0
731,3,2013-06-12,7702,910,1,0,0,0,a,a,15270.0,0,0,1,10,2014,"Jan,Apr,Jul,Oct",False,2013,6,24,12,2,0,0,0,0,0,0,7724.0,10408.0,10751.0,12859.0,7758.142857142857,3685.8656345817144,7847.866666666667,4480.933698370844,8.949365142352965,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143
919,6,2013-10-05,2587,359,1,0,0,0,a,a,2620.0,0,0,1,45,2009,"Feb,May,Aug,Nov",False,2013,10,40,5,5,1,0,0,0,203,0,5413.0,3520.0,2946.0,4058.0,3714.428571428571,2679.524575812084,4282.1,2318.223001828536,7.858640655620791,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
635,6,2014-05-31,2649,272,1,0,0,0,a,a,27530.0,4,2014,0,0,0,,False,2014,5,22,31,5,1,0,1,1,0,0,8068.0,2124.0,2049.0,0.0,3666.857142857142,3051.5276736181145,4796.166666666667,3320.595086710375,7.882314918980268,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
57,6,2013-02-09,7989,786,1,0,0,0,d,c,420.0,6,2014,0,0,0,,False,2013,2,6,9,5,1,0,0,0,0,0,11218.0,8250.0,7329.0,12947.0,10923.285714285714,5668.665325403202,9294.833333333334,4465.18796054416,8.98594603876032,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
876,6,2015-04-04,6147,588,1,0,0,0,a,a,21790.0,4,2005,1,18,2015,"Feb,May,Aug,Nov",False,2015,4,14,4,5,1,0,0,120,0,0,0.0,2420.0,2852.0,10752.0,9403.0,8094.329023046523,7660.366666666667,5174.4104677253545,8.723882104658486,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
504,6,2015-06-13,6225,882,1,0,0,0,c,c,820.0,0,0,0,0,0,,False,2015,6,24,13,5,1,0,0,0,0,0,5927.0,6331.0,7919.0,0.0,5102.142857142857,2295.5249529298903,5579.5,3082.256537355218,8.736489351001554,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
323,2,2015-06-09,6124,548,1,0,0,0,d,c,8400.0,4,2012,1,5,2013,"Feb,May,Aug,Nov",False,2015,6,24,9,1,0,0,0,38,123,0,7062.0,9209.0,7581.0,0.0,6420.571428571428,4616.195253566254,6013.7,3866.602903110799,8.720134035412928,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
82,5,2014-08-01,11031,997,1,1,0,1,a,a,22390.0,4,2008,1,37,2009,"Jan,Apr,Jul,Oct",False,2014,8,31,1,4,0,1,0,76,254,0,11607.0,7700.0,10327.0,11625.0,8029.285714285715,4290.727743801574,7778.0,3805.79552606376,9.308555419473135,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
11,4,2015-07-16,8149,1119,1,1,0,0,a,c,960.0,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",False,2015,7,29,16,3,0,0,0,44,184,1,9645.0,6595.0,7961.0,8810.0,6961.142857142857,3532.4112363733966,6495.9,3112.362506033888,9.005773206234908,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419
480,4,2015-07-30,4940,608,1,1,0,1,a,a,300.0,11,2012,0,0,0,,False,2015,7,31,30,3,0,0,0,32,0,0,5342.0,3871.0,5514.0,7645.0,3975.428571428571,2269.2920964581954,4140.733333333334,2109.7847566849664,8.50532301884575,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419
348,3,2013-07-31,17157,1167,1,1,0,1,a,a,16490.0,0,0,1,22,2012,"Jan,Apr,Jul,Oct",False,2013,7,31,31,2,0,0,1,0,61,1,17789.0,0.0,0.0,0.0,7623.857142857143,9508.620464760234,1778.9,5427.932249659764,9.75021981613291,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.2225209339563143
643,6,2014-12-13,9953,1214,1,0,0,0,a,a,230.0,6,2010,1,18,2010,"Feb,May,Aug,Nov",False,2014,12,50,13,5,1,0,0,54,240,0,7848.0,9599.0,11241.0,7893.0,6995.0,3169.5502309738854,7951.466666666666,3828.636938806737,9.2057297594185,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
813,5,2013-01-25,6195,676,1,1,0,0,a,a,1560.0,9,2003,0,0,0,,False,2013,1,4,25,4,0,0,0,112,0,0,5938.0,4859.0,6458.0,,4757.571428571428,2314.881196169893,4575.166666666667,2325.3383422197085,8.73165920153676,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
488,5,2015-03-06,3895,392,1,1,0,0,a,c,2890.0,4,2014,0,0,0,,False,2015,3,10,6,4,0,0,0,11,0,0,3889.0,2998.0,3745.0,3872.0,3368.0,1579.3566200619025,3075.133333333333,1371.5391991163249,8.267705664762426,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
541,6,2015-05-16,6079,783,1,0,0,0,a,c,650.0,7,1990,0,0,0,,False,2015,5,20,16,5,1,0,0,298,0,0,6869.0,7056.0,7717.0,6913.0,4522.571428571428,3168.6803697618893,5649.3,3360.9183694649405,8.712759974960212,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
410,6,2015-04-25,5268,676,1,0,0,0,c,a,40.0,11,2011,1,22,2012,"Mar,Jun,Sept,Dec",False,2015,4,17,25,5,1,0,0,41,151,0,5199.0,5575.0,5539.0,5241.0,4425.428571428572,1997.852752093516,5473.333333333333,3434.2618574807448,8.569595870209286,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
350,2,2015-03-24,5382,401,1,0,0,0,d,a,8880.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",False,2015,3,13,24,1,0,0,0,0,207,0,5552.0,7737.0,4765.0,0.0,5910.428571428572,2718.5917222674234,5447.033333333334,2822.2910415101624,8.591001118560957,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
800,3,2013-06-19,5377,484,1,1,0,0,d,a,2020.0,7,2014,0,0,0,,False,2013,6,25,19,2,0,0,0,0,0,0,5342.0,3841.0,5498.0,0.0,4472.571428571428,2213.5033963638452,4580.7,2549.146688194118,8.59007183682881,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143
296,7,2013-06-16,0,0,0,0,0,0,a,a,9580.0,5,2007,1,45,2014,"Feb,May,Aug,Nov",True,2013,6,24,16,6,1,0,0,73,0,0,4267.0,0.0,0.0,7089.0,4845.857142857143,2226.898323421425,5380.066666666667,3201.5389826568203,0.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
811,2,2014-02-25,3557,637,1,0,0,0,a,a,410.0,9,2012,0,0,0,,False,2014,2,9,25,1,0,0,0,17,0,0,4010.0,4331.0,3233.0,0.0,3331.0,1495.5570868408906,3255.7,1583.7889782373834,8.17695386822578,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
861,4,2014-05-22,3319,495,1,1,0,0,c,c,740.0,0,0,1,14,2013,"Mar,Jun,Sept,Dec",False,2014,5,21,22,3,0,0,0,0,59,0,3721.0,3048.0,4009.0,3213.0,2947.4285714285716,1484.833083452242,2976.733333333333,1487.0117206906175,8.107720061910534,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419
847,4,2013-09-12,6782,999,1,1,0,0,c,c,190.0,0,0,1,31,2013,"Feb,May,Aug,Nov",False,2013,9,37,12,3,0,0,0,0,6,0,7611.0,4862.0,7109.0,8061.0,6126.0,3226.573466284834,5832.533333333334,2729.11987496959,8.82217476094608,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419
605,6,2013-04-20,6527,498,1,0,0,0,d,a,10310.0,4,2003,1,37,2009,"Jan,Apr,Jul,Oct",False,2013,4,16,20,5,1,0,0,120,187,1,5683.0,5349.0,6795.0,6528.0,4142.857142857143,1923.124058103676,5253.766666666666,3059.486836431699,8.783855896643942,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
923,7,2014-09-14,0,0,0,0,0,0,a,a,280.0,9,2008,0,0,0,,True,2014,9,37,14,6,1,0,0,72,0,0,4195.0,0.0,0.0,4325.0,3988.428571428571,1790.089649258091,4431.733333333334,1867.5259299004576,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334
77,6,2013-10-19,5902,555,1,0,0,1,d,c,1090.0,8,2009,1,10,2014,"Jan,Apr,Jul,Oct",False,2013,10,42,19,5,1,0,0,50,0,1,5139.0,7541.0,6959.0,5386.0,4805.285714285715,2329.4616484133403,5659.4,2911.983807742024,8.683215975240689,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
596,1,2013-02-18,5662,803,1,1,0,0,c,a,290.0,9,2006,0,0,0,,False,2013,2,8,18,0,0,0,0,77,0,0,0.0,3872.0,5649.0,3825.0,3132.1428571428573,1408.483277450302,3348.9666666666667,1644.503351991915,8.641709066113805,0.8660254037844386,0.5000000000000001,0.0,1.0
959,1,2014-06-09,0,0,0,0,a,0,a,c,1060.0,12,2005,0,0,0,,True,2014,6,24,9,0,0,0,0,102,0,0,0.0,12096.0,6849.0,4656.0,7280.428571428572,3834.0138609183823,5521.366666666667,3267.410927824104,0.0,1.2246467991473532e-16,-1.0,0.0,1.0
694,5,2013-12-06,8636,815,1,1,0,0,a,c,460.0,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",False,2013,12,49,6,4,0,0,0,13,0,0,10714.0,7475.0,7426.0,7694.0,8469.142857142857,3934.454321697458,6925.033333333334,3127.586603815764,9.063810579280286,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
386,4,2013-05-09,0,0,0,0,a,0,d,c,1460.0,4,2014,1,31,2013,"Jan,Apr,Jul,Oct",True,2013,5,19,9,3,0,0,0,0,0,0,8184.0,11350.0,6825.0,10342.0,7230.714285714285,3618.213818736427,6824.833333333333,3702.9005320930096,0.0,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419
449,6,2015-07-18,8261,1156,1,0,0,0,a,c,120.0,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",False,2015,7,29,18,5,1,0,0,7,304,1,9630.0,7641.0,5787.0,11263.0,9941.42857142857,5050.9625108205155,8965.633333333333,4507.719987045466,9.01942196795671,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
772,5,2014-12-05,5318,678,1,1,0,0,d,c,1850.0,0,0,0,0,0,,False,2014,12,49,5,4,0,0,0,0,0,0,4651.0,4906.0,3338.0,3801.0,4375.857142857143,2049.5430733516687,3618.866666666667,1598.1497649670955,8.579040594742317,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
639,3,2013-09-25,4612,504,1,1,0,0,a,a,7780.0,11,2006,0,0,0,,False,2013,9,39,25,2,0,0,0,82,0,0,5204.0,3099.0,5253.0,7523.0,3754.142857142858,2298.4476231122785,4026.4666666666662,2181.2345876674467,8.43663368355782,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143
379,4,2015-07-02,4588,548,1,1,0,0,d,a,6630.0,0,0,0,0,0,,False,2015,7,27,2,3,0,0,0,0,0,0,5897.0,3384.0,4121.0,5099.0,4020.285714285714,2276.6704280802796,3646.9,1740.522837619736,8.431417414394833,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419
128,5,2014-05-23,8612,670,1,1,0,0,d,c,2000.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",False,2014,5,21,23,4,0,0,0,0,72,0,7071.0,5465.0,8700.0,5338.0,6340.571428571428,3153.479869241954,6391.833333333333,3427.8234079502904,9.061027968789174,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
517,5,2013-12-27,6506,783,1,0,0,1,a,c,22490.0,0,0,0,0,0,,False,2013,12,52,27,4,0,0,0,0,0,0,0.0,10163.0,6734.0,4624.0,4962.285714285715,5290.082126466651,6120.633333333333,3846.712295143635,8.780633799494984,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
426,3,2014-01-08,5869,712,1,1,0,0,a,a,250.0,0,0,0,0,0,,False,2014,1,2,8,2,0,0,0,0,0,0,6972.0,0.0,0.0,4981.0,3811.142857142858,3087.5143955708363,4255.9,3097.3944149993163,8.677609912822142,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143
642,2,2013-12-10,3831,554,1,0,0,0,c,c,530.0,4,2005,1,35,2010,"Mar,Jun,Sept,Dec",False,2013,12,50,10,1,0,0,0,104,171,1,3891.0,5467.0,3777.0,0.0,3809.571428571429,1846.7698699028372,3364.3,1721.912191881957,8.251142139090751,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
509,7,2013-09-15,0,0,0,0,0,0,a,a,4740.0,7,2008,1,37,2009,"Jan,Apr,Jul,Oct",True,2013,9,37,15,6,1,0,0,62,208,0,3786.0,0.0,0.0,6821.0,5849.428571428572,3076.580615832177,5037.966666666666,2547.4394376521977,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334
82,3,2015-03-18,10042,895,1,1,0,0,a,a,22390.0,4,2008,1,37,2009,"Jan,Apr,Jul,Oct",False,2015,3,12,18,2,0,0,0,83,287,0,10903.0,7309.0,9920.0,11323.0,7636.428571428572,4238.484943826929,7728.4,3754.963966033086,9.21463115339334,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143
518,1,2013-01-21,7209,547,1,1,0,0,d,c,3330.0,3,2015,1,13,2010,"Jan,Apr,Jul,Oct",False,2013,1,4,21,0,0,0,0,0,147,1,0.0,3348.0,9201.0,,3331.714285714286,1725.227010597516,3964.75,2536.922397315298,8.883224230278994,0.4999999999999999,0.8660254037844387,0.0,1.0
752,7,2014-05-04,0,0,0,0,0,0,a,a,970.0,3,2013,1,31,2013,"Feb,May,Aug,Nov",True,2014,5,18,4,6,1,0,0,14,39,1,4018.0,0.0,0.0,6544.0,5420.571428571428,4165.89549625459,4202.866666666667,2991.642286072335,0.0,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
216,3,2015-03-04,8108,905,1,1,0,0,c,a,190.0,0,0,1,45,2009,"Feb,May,Aug,Nov",False,2015,3,10,4,2,0,0,0,0,277,0,7760.0,5267.0,7776.0,8860.0,6443.714285714285,3381.7365713631943,5824.7,3021.7279157051435,9.000729834944558,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143
14,4,2014-11-20,4838,592,1,0,0,0,a,a,1300.0,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",False,2014,11,47,20,3,0,0,0,8,163,0,4777.0,5680.0,6469.0,5954.0,4357.285714285715,2104.253605936139,4695.066666666667,2385.016864443136,8.48446336679332,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419
825,6,2014-01-18,4511,518,1,0,0,0,a,a,380.0,5,2011,1,40,2014,"Jan,Apr,Jul,Oct",False,2014,1,3,18,5,1,0,0,32,0,1,2990.0,4255.0,4025.0,5333.0,2789.1428571428573,1363.9527641590628,3164.7,2259.611381753891,8.414495793177895,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
758,7,2013-02-17,0,0,0,0,0,0,a,c,19780.0,6,2008,0,0,0,,True,2013,2,7,17,6,1,0,0,56,0,0,3025.0,0.0,0.0,3995.0,2681.285714285714,2175.984046685214,3635.6666666666665,2017.1750703317296,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
1050,1,2015-04-13,9450,588,1,1,0,0,d,c,13170.0,8,2014,1,9,2011,"Mar,Jun,Sept,Dec",False,2015,4,16,13,0,0,0,0,8,215,0,0.0,0.0,11790.0,6803.0,4458.0,3105.8679946192133,5842.566666666667,3799.1490942354303,9.153875834995056,0.8660254037844387,-0.4999999999999998,0.0,1.0
627,1,2014-12-08,5220,563,1,0,0,0,c,c,3970.0,3,2010,0,0,0,,False,2014,12,50,8,0,0,0,0,57,0,0,0.0,9540.0,8434.0,6364.0,6739.857142857143,3103.834694297336,5638.333333333333,2828.082246930297,8.560444233410552,-2.4492935982947064e-16,1.0,0.0,1.0
567,7,2014-02-09,0,0,0,0,0,0,c,a,1010.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",True,2014,2,6,9,6,1,0,0,17,144,1,3539.0,0.0,0.0,5567.0,5536.714285714285,3031.511818344424,4573.766666666666,2401.215693299361,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
389,1,2014-02-10,9701,1323,1,0,0,0,a,c,6690.0,8,2011,0,0,0,,False,2014,2,7,10,0,0,0,0,30,0,0,0.0,15582.0,8872.0,7547.0,10122.285714285714,5206.7241369305575,8190.033333333334,4235.617672526184,9.18008732880516,0.8660254037844386,0.5000000000000001,0.0,1.0
943,1,2015-07-20,6742,550,1,0,0,1,d,c,18020.0,0,0,0,0,0,,False,2015,7,30,20,0,0,0,0,0,0,0,0.0,10438.0,6703.0,7056.0,6978.571428571428,3302.210161752426,5977.833333333333,2949.343645081337,8.816260208734581,-0.4999999999999998,-0.8660254037844388,0.0,1.0
712,6,2013-12-07,6068,561,1,0,0,0,a,a,4870.0,9,2007,1,45,2009,"Jan,Apr,Jul,Oct",False,2013,12,49,7,5,1,0,0,75,212,0,7537.0,6457.0,4827.0,6847.0,7129.142857142857,3428.907232563138,5826.266666666666,2696.765315672857,8.710949125835855,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
22,7,2013-01-27,0,0,0,0,0,0,a,a,1040.0,0,0,1,22,2012,"Jan,Apr,Jul,Oct",True,2013,1,4,27,6,1,0,0,0,34,1,3006.0,0.0,0.0,,3907.428571428571,1902.5905021963135,3505.653846153846,1829.056826723712,0.0,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334
759,4,2014-10-23,7203,786,1,1,0,0,a,a,110.0,11,2012,1,31,2013,"Feb,May,Aug,Nov",False,2014,10,43,23,3,0,0,0,23,64,0,6892.0,5463.0,7194.0,5337.0,5329.285714285715,2832.2982254867256,5586.533333333334,3123.7400409890342,8.882391706295847,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
919,4,2015-05-21,6028,707,1,1,0,0,a,a,2620.0,0,0,1,45,2009,"Feb,May,Aug,Nov",False,2015,5,21,21,3,0,0,0,0,288,1,5458.0,0.0,6005.0,4602.0,4216.142857142857,3162.5632762350333,4660.5,2823.1490823864274,8.704336438489406,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419
314,5,2013-10-18,4630,550,1,0,0,0,a,a,3560.0,10,2001,1,31,2013,"Feb,May,Aug,Nov",False,2013,10,42,18,4,0,0,0,144,11,0,4151.0,4620.0,5102.0,3749.0,3417.1428571428573,1562.7869793599973,3967.5666666666666,2160.905663953368,8.440528106480752,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
672,2,2015-02-24,6067,1008,1,0,0,0,c,a,240.0,9,2002,0,0,0,,False,2015,2,9,24,1,0,0,0,149,0,0,6315.0,8578.0,5755.0,0.0,6477.857142857143,2965.6743712334005,6573.533333333334,3197.7304854335744,8.710784340468424,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
301,6,2014-09-13,4273,466,1,0,0,0,a,c,4510.0,3,2015,0,0,0,,False,2014,9,37,13,5,1,0,0,0,0,0,5369.0,4492.0,5265.0,4258.0,4177.428571428572,1870.557034427885,5019.966666666666,2226.0034309750413,8.360305435879093,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146
289,6,2014-06-21,5985,560,1,0,0,0,d,a,6540.0,12,2007,0,0,0,,False,2014,6,25,21,5,1,0,0,78,0,0,9224.0,6888.0,6494.0,6394.0,6003.0,4249.809015316649,5441.7,3262.643714895149,8.697178688412643,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
872,2,2013-01-29,6228,694,1,0,0,0,a,c,3860.0,9,2014,1,23,2015,"Mar,Jun,Sept,Dec",False,2013,1,5,29,1,0,0,0,0,0,0,6439.0,8614.0,5557.0,,7150.714285714285,3354.625797029415,6591.285714285715,3438.1875377840493,8.736971085254146,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336
543,5,2014-03-28,2134,206,1,0,0,0,c,a,1080.0,12,2012,0,0,0,,False,2014,3,13,28,4,0,0,0,15,0,0,1717.0,2793.0,1618.0,1728.0,1707.142857142857,875.400751764857,2124.0333333333333,1322.886459624359,7.666221925662725,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
357,4,2013-01-17,5836,910,1,0,0,0,a,a,2060.0,10,2008,0,0,0,,False,2013,1,3,17,3,0,0,0,51,0,0,5773.0,8986.0,6691.0,,6254.0,3088.3954302085954,6488.5,3669.284017352704,8.671972245203792,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419
263,1,2013-04-22,3149,331,1,1,0,0,a,c,1140.0,5,2013,1,40,2014,"Jan,Apr,Jul,Oct",False,2013,4,17,22,0,0,0,0,0,0,1,0.0,2461.0,3742.0,4620.0,2456.5714285714284,1428.434207695365,2573.133333333333,1635.541178670362,8.055157731819678,0.8660254037844387,-0.4999999999999998,0.0,1.0
491,6,2013-09-21,5731,517,1,0,0,0,d,c,4680.0,0,0,1,22,2012,"Mar,Jun,Sept,Dec",False,2013,9,38,21,5,1,0,0,0,68,0,4893.0,5848.0,6432.0,4810.0,4029.714285714286,1863.0150039014477,5266.0,2671.52290289446,8.653819788948063,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146
901,2,2014-04-08,6061,589,1,0,0,0,a,c,3170.0,4,2014,0,0,0,,False,2014,4,15,8,1,0,0,0,0,0,0,6911.0,10250.0,5863.0,0.0,6611.285714285715,3276.159220504281,5857.066666666667,3139.673735886596,8.709795057617749,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
332,5,2013-04-19,3040,472,1,0,0,0,a,a,1840.0,3,2006,0,0,0,,False,2013,4,16,19,4,0,0,0,85,0,0,2995.0,3776.0,3182.0,4708.0,2501.8571428571427,1428.8444548622076,2897.366666666667,1785.6496641246583,8.019941687677365,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
1090,2,2013-06-25,4100,560,1,0,0,0,a,a,330.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",False,2013,6,26,25,1,0,0,0,0,116,0,5174.0,6847.0,5783.0,0.0,4660.0,2414.4481080915107,5106.066666666667,2919.6850318240627,8.31898612539206,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
708,3,2013-02-06,1590,240,1,1,0,1,c,c,11470.0,10,2009,1,18,2014,"Jan,Apr,Jul,Oct",False,2013,2,6,6,2,0,0,0,40,0,0,2005.0,1975.0,1653.0,1847.0,1878.857142857143,876.3050132177011,1683.6333333333334,729.7818041094168,7.372118028337787,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
569,4,2013-04-18,4286,718,1,0,0,0,a,a,1340.0,9,2006,0,0,0,,False,2013,4,16,18,3,0,0,0,79,0,0,4015.0,4739.0,4429.0,4211.0,3665.857142857142,1758.466323113357,3713.4,2063.628234361793,8.363342466597977,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419
131,4,2015-03-05,5483,560,1,1,0,0,c,a,920.0,7,2015,0,0,0,,False,2015,3,10,5,3,0,0,0,0,0,0,6931.0,4110.0,5792.0,5323.0,4829.714285714285,2405.0850791802027,4226.166666666667,1928.0921619719,8.609590040682205,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419
758,4,2013-12-19,7362,888,1,1,0,0,a,c,19780.0,6,2008,0,0,0,,False,2013,12,51,19,3,0,0,0,66,0,0,7793.0,5107.0,7350.0,5759.0,5723.142857142857,3326.227363874947,4882.666666666667,2452.899457198858,8.904222737368716,-2.4492935982947064e-16,1.0,0.4338837391175582,-0.900968867902419
